tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term																																													
347834378270961664	103	131	ADR	inside i was still screaming	fluoxetine	"@sewyoursoul i 'served' 6months of fluoxetine-time around 18 years ago, it put a smile on my face but inside i was still screaming. :("	10014554	emotional instability																																													
347901325801029632	99	121	ADR	"metabolic"""" syndrome"	seroquel	"@privacy625 @sandycolon25 what i take is serious. i never was informed ahead of time. i could get ""metabolic"" syndrome from seroquel."	10052066	metabolic syndrome																																													
347973045023043584	17	30	ADR	knocks me out	seroquel	half of seroquel knocks me out so fast and im asleep for at least 10 hours...	10041349	somnolence																																													
347986748795650048	100	115	ADR	fluid retention	rivaroxaban	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.	10016807	fluid retention																																													
347986748795650048	122	128	ADR	mobile	rivaroxaban	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.	10021417	immobile																																													
347986748795650048	39	52	ADR	muscle spasms	rivaroxaban	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.	10028333	muscle spasm																																													
348136954900127744	84	88	ADR	Rash	lamotrigine	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.	10037844	rash																																													
348136954900127744	114	122	ADR	Glaucoma	topiramate	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.	10018304	glaucoma																																													
348218989199118336	33	51	ADR	pins &amp; needles	humira	@thestomabaglady i still get the pins &amp; needles feeling in my hands since doing humira	10035067	pins and needles																																													
348272601430364160	120	136	ADR	shot my daughter	effexor	"@realhausfrau @tantalizinyou my step-dad was on effexer,taking supplements for energy and drinking like a fish when he shot my daughter&amp;me"	10064160	homicidal attempt																																													
348283506037764098	69	91	ADR	thirty minutes to type	seroquel	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep	10010300	confusion																																													
348283506037764098	21	28	ADR	lo0o0py	seroquel	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep	10017565	fuzzy																																													
348283506037764098	99	138	ADR	waking up without knowing I feel asleep	seroquel	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep	10041349	somnolence																																													
348287743568277504	104	119	ADR	fluid retention	rivaroxaban	rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.	10016807	fluid retention																																													
348287743568277504	52	57	ADR	pains	rivaroxaban	rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.	10033371	pain																																													
348355774642266112	69	83	ADR	sleep for days	seroquel	"@_katball natural don't work for me, try 300mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol"	10041349	somnolence																																													
348387894416773120	37	46	ADR	addictive	alprazolam	doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry	10001125	addiction																																													
348387894416773120	64	72	ADR	sedating	paroxetine	doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry	10039897	sedation																																													
348456216663580673	27	37	ADR	physically	paxil	@criminalbanjo dude i feel physically and mentally drained.. thats the paxil i wanted hard at work	10015667	exhaustion																																													
348456216663580673	42	58	ADR	mentally drained	paxil	@criminalbanjo dude i feel physically and mentally drained.. thats the paxil i wanted hard at work	10076757	mental fatigue																																													
348514777183690752					victoza	"@rgay given what we know about the demographics of type 2, i'm a bit surprised she's still all over the victoza page."																																															
348550250304258048					victoza	she announced she had type 2 diabetes on the day she endorsed the diabetes drug victoza and a lucrative collaboration with the  manufacturer																																															
348570535342530561					cipro	someone back me up to @mrdispenser about what a trauma when you have to dispense 20 lots of rifampicin and cipro for meningitis prophylaxis																																															
348649853552828417	73	97	ADR	"back, hip, and leg aches"	rivaroxaban	"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."	10003978	back ache																																													
348649853552828417	88	97	ADR	leg aches	rivaroxaban	"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."	10024130	leg pain																																													
348649853552828417	67	97	ADR	"neck, back, hip, and leg aches"	rivaroxaban	"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."	10028836	neck pain																																													
348649853552828417	79	97	ADR	"hip, and leg aches"	rivaroxaban	"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."	10033432	pain in hip																																													
348662789964972032	70	80	ADR	headaches 	effexor	"@silkwould smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)"	10019211	headache																																													
348671976308609024	79	114	ADR	common for apartments to be haunted	paxil	the toilet just flushed itself.  my apartment is haunted.  paxil tells me it's common for apartments to be haunted.  send help	10022989	irrational																																													
348695929227993088	110	124	ADR	antipsychotics	trazodone	"@wickleperson i do have a crisis number, but i'm just going to knock myself out today w/ trazodone and start antipsychotics today too."	10037234	psychosis																																													
348697959086583808					trazodone	@furyofpatience @fullcommujism try dexter. going to knock myself out w/ trazodone and start antipschotucs today. fortune'y they work quickly																																															
348748124916965377	95	105	ADR	withdrawal	paroxetine	wish it was monday...seeing doctor tomorrow &amp; want to see if he has any suggestions for my withdrawal. #paroxetine #anxiety #fedup	10048010	withdrawal syndrome																																													
348807944244166658	33	38	ADR	Pains	rivaroxaban	15.15 rivaroxaban diary day 24.  pains easing all the time. didn't take losartan yesterday. will get bp and hopefully inr checked today.	10033371	pain																																													
348813268363657216	0	42	ADR	Feels like one of those 5-cup #coffee days	seroquel	feels like one of those 5-cup #coffee days - but wait: i'm weaning off #seroquel. aha!	10015595	excessive daytime sleepiness																																													
348829559958937601	107	120	ADR	stay in shape	seroquel	"the most upsetting thing about silver linings playbook, is how bradley cooper can take seroquel and still stay in shape."	10051602	laziness																																													
348846174846992384	70	73	ADR	ill	viibryd	then the viibryd it will be the hardest. makes you very ill. hospital ill.	10021345	ill feeling																																													
348898370867302400					paxil	"*the fifth bottle paxil...her notes ""antidepressant, good daily medication, especially going out in public"" she take one immediately.*"																																															
348898590124552193	26	34	ADR	lucidity	effexor	"effexor dreams, now with lucidity. i grant the power of flight?"	10079069	lucid dreams																																													
348901778563166209	12	33	ADR	dreams became vivider	effexor	@mcmorag my dreams became vivider i think with effexor #bpdchat	10047666	vivid dreams																																													
348906168556605440	89	107	ADR	sleep all the time	olanzapine	bombed on olanzapine. work going to be tricky. 5 days of not drinking coming up. i could sleep all the time atm.	10041349	somnolence																																													
348906168556605440	0	6	ADR	Bombed	olanzapine	bombed on olanzapine. work going to be tricky. 5 days of not drinking coming up. i could sleep all the time atm.	10070679	feeling stoned																																													
348907867593658368	42	53	ADR	after sting	humira	@dsymons @trainingwithra i agree that the after sting is much worse from #humira than #enbrel #rheum	10058683	injection site stinging																																													
348907962372349952	80	84	ADR	rash	lamictal	@cheer_bear13 @lithiumlibgirl i couldn't take lamictal 1 week into it i got the rash.a rush trip to the er.6 months till rash was gone.	10037844	rash																																													
348940056553197568	62	94	ADR	look at my Farrah Fawcett poster	paxil	i didn't expect that going off of paxil would make me want to look at my farrah fawcett poster quite so much.	10024870	loss of libido																																													
349022614959837184	60	70	ADR	withdrawal	effexor	panic attacking because you cant find your effexor and know withdrawal will set in momentarily  &lt;&lt;&lt;&lt;&lt;&lt;&lt;.	10048010	withdrawal syndrome																																													
349033495026343936	70	74	ADR	sick	venlafaxine	"@warwraith i'm not even sure what to request. :/ sertraline makes me sick now, venlafaxine made me sick, reboxetine and citalopram useless"	10016365	feeling sick																																													
349060806245240832	59	68	ADR	egg burps	humira	question time #crohns #ibd #humira does anyone suffer from egg burps? what works for you	10063053	malodorous burping																																													
349181810237898752	96	114	ADR	increase my weight	zyprexa	"i'm so fine today. increasing zyprexa,my condisition became so good. it has a side effect that increase my weight. i must care about it."	10047896	weight gain																																													
349184456558518272	47	67	ADR	rage breaking things	seroquel	"@oscli every time i forget seroquel, i end up rage breaking things eg- my laptop *facepalm*"	10037804	rage																																													
349189973662134272	6	10	ADR	sick	paxil	being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?	10016365	feeling sick																																													
349190696961466368	91	105	ADR	kicking my ass	humira	i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.	10016370	feeling unwell																																													
349190696961466368	31	37	ADR	nauaea	humira	i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.	10028813	nausea																																													
349205685835272193	72	101	ADR	arms just keep getting worse.	cipro	rt @annie_monster: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.	10033421	pain in arm																																													
349205685835272193	24	67	ADR	can't even get whipped cream out of the can	cipro	rt @annie_monster: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.	10047862	weakness																																													
349294117076996096					lamictal	@k_mowers i think very tired; maybe more depressed. i don't know. you know i stopped taking the lamictal a few days ago....																																															
349328587255590912	84	94	ADR	withdrawal	seroquel	@tootingrebecca it helped me enormously with seroquel withdrawal but it makes benzo withdrawal much worse.	10048010	withdrawal syndrome																																													
349382072810483712	109	120	ADR	feel so Ick	quetiapine	whoah so dizzing.  damn   tamazapam - shld probably wap back to quetiapine if this keeps up! but it makes me feel so ick!	10016370	feeling unwell																																													
349447249161494530	37	59	ADR	doing things difficult	seroquel	"the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy."	10027348	mental concentration difficulty																																													
349447249161494530	99	110	ADR	fall asleep	seroquel	"the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy."	10041349	somnolence																																													
349455785308327936	93	102	ADR	body ache	humira	@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??	10000424	ache																																													
349455785308327936	34	58	ADR	shooting pains down arms	humira	@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??	10050007	shooting pain																																													
349455785308327936	34	69	ADR	shooting pains down arms &amp; legs	humira	@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??	10050007	shooting pain																																													
349468860673572864	68	79	ADR	lightweight	paxil	screw you paxil! you do wonders for anxiety but you make me a ultra lightweight	10001598	alcohol intolerance																																													
349494516593590272	54	62	ADR	in a fog	levaquin	"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong"	10016876	foggy feeling in head																																													
349494516593590272	42	47	ADR	tired	levaquin	"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong"	10043890	tiredness																																													
349523241632669696	14	30	ADR	"dont get it, sex"	venlafaxine	"@helsthorn i dont get it, sex i mean. the doctors p[ut me on venlafaxin"	10024870	loss of libido																																													
349543406747389953	112	123	ADR	feel wasted	duloxetine	@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted	10016330	feeling drunk																																													
349543406747389953	80	95	ADR	slept 13-14 hrs	duloxetine	@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted	10041349	somnolence																																													
349549083389734912	23	37	ADR	intense dreams	venlafaxine	"did you know insanely intense dreams are a known side effect of venlafaxine? it's not an antidepressant, it's my dream fuel!"	10047666	vivid dreams																																													
349638554021937154	82	123	ADR	"you can check in, but you can never leave"	venlafaxine	"@daftlimmy i've been taking venlafaxine since 2007, it's like hotel california - you can check in, but you can never leave."	10013663	drug dependence																																													
349826710545498114	32	50	ADR	brain turn to mush	cipro	does cipro make anyone's else's brain turn to mush or am i actually just going crazy?	10016322	feeling abnormal																																													
349837320029077505	109	124	ADR	crawl in a hole	paxil	rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.	10012378	depression																																													
349837320029077505	67	76	ADR	emotional	paxil	rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.	10014554	emotional instability																																													
349837320029077505	40	50	ADR	withdrawal	paxil	rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.	10048010	withdrawal syndrome																																													
349860621141028865	40	62	ADR	dark night of the soul	effexor	rt @mad_in_america: my journey into the dark night of the soul was launched by an adverse reaction to the drug effexor. taking this... http	10012374	depressed mood																																													
349900825138692098	130	136	ADR	crying	quetiapine	@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x	10011469	crying																																													
349900825138692098	94	105	ADR	gastro pain	quetiapine	@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x	10017999	gastrointestinal pain																																													
349904271401168898	117	127	ADR	withdrawal	paxil	"dissociative fugues &amp; loss of empathy since age 11, serious cardio problems since age 14, almost dying of paxil withdrawal @ 21, that's a-ok"	10048010	withdrawal syndrome																																													
349916421687480320	121	133	ADR	just woke up	seroquel	so last night i kept waking up with period pain. took what i thought was ibuprofen 3 times. turned out to be seroquel. i just woke up.	10041349	somnolence																																													
349959820444573696	49	64	ADR	weight I put on	seroquel	"abilify for 3 weeks has made me lose 1/6 of the weight i put on w/seroquel, and i've been eating like shit. i love you abilify!"	10047896	weight gain																																													
349995143006400514	72	86	ADR	 carb cravings	seroquel	@psychiatrysho partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd	10007216	carbohydrate craving																																													
350232501215707137	85	102	ADR	shouldn't wake up	gamma	gamma-aminobutyric acid+glycine =paralyzing rem neurotransmitters=precisely when you shouldn't wake up=grumpy as fuck  #sciencestrikesagain	10041349	somnolence																																													
350237950187016194	78	85	ADR	tremors	fanapt	@clarketacular fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(	10044565	tremor																																													
350461821540511744	107	111	ADR	sick	effexor	"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick"	10016365	feeling sick																																													
350461821540511744	124	136	ADR	sicksicksick	effexor	"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick"	10016365	feeling sick																																													
350461821540511744	56	67	ADR	withdrawals	effexor	"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick"	10048010	withdrawal syndrome																																													
350461821540511744	113	122	ADR	withdraws	effexor	"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick"	10048010	withdrawal syndrome																																													
350480514093826049					trazodone	after 3 1/2 hours of sleep i'm exhausted but can't fall asleep ??... this trazodone is gonna knock me out ????																																															
350547781091459072	76	81	ADR	aches	rivaroxaban	"2/2 blood tests scheduled. bp normal now have own coaguckek machine. still aches and pains, legs better. taking codeine rivaroxaban losartan"	10000424	ache																																													
350547781091459072	86	91	ADR	pains	rivaroxaban	"2/2 blood tests scheduled. bp normal now have own coaguckek machine. still aches and pains, legs better. taking codeine rivaroxaban losartan"	10033371	pain																																													
350638805683941376					humira	started my humira treatment today fingers crossed @crohnscolitisuk @crohnseffect																																															
350668902902145028	54	70	ADR	Trying to get up	seroquel	@obsidianvormund @glass1ncision sorry for jumping in. trying to get up for work after night seroquel is a nightmare!	10019158	hard to awaken																																													
350675032449630211	41	44	ADR	JCV	tysabri	"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death."	10023163	jc virus infection																																													
350675032449630211	60	63	ADR	JCV	tysabri	"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death."	10023163	jc virus infection																																													
350789905833664512	47	78	ADR	hip joints just started hurting	humira	oh. delayed reaction from humira injections-my hip joints just started hurting. haha.	10033432	pain in hip																																													
350859685227798531	45	49	ADR	sick	humira	"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."	10016365	feeling sick																																													
350859685227798531	83	91	ADR	seizures	Remicade	"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."	10039906	seizure																																													
350969549681725440	80	86	ADR	bowels	baclofen	i do baclofen which helps w incontinent urges but don't think it's good for the bowels. (very personal but wtf) anyone have insight for me??	10054248	bowel discomfort																																													
351022442845700096	126	136	ADR	withdrawal	effexor	"rt @brassiest: @mikedelic if this is a real question, withdrawal from an antidepressant named effexor was worse than cocaine withdrawal"	10048010	withdrawal syndrome																																													
351039957969797120	97	109	ADR	Broken sleep	baclofen	@southkirk @positiveaboutms thinking it might be the baclofen doing it.only on a low dose though.broken sleep is a nightmare.#msfatigue	10040999	sleep disturbed																																													
351207944093843458					baclofen	took 2 baclofen 10mg &amp; 1 ibuprofen 800mg &amp; now i'm laying flat on my back. #extremepain #cantgetcomfortable																																															
351364309042999297	52	62	ADR	dehydrates	lamictal	"oh hey. much like other anti-convulsants, lamictal dehydrates you. so much is explained."	10012174	dehydration																																													
351413287449141249	96	105	ADR	binge eat	olanzapine	@inkyworld olanzapine is another anti-psychotic medication. it works on my bipolar but makes me binge eat	10004716	binge eating																																													
351442731454828544	73	78	ADR	angry	prozac	i used to be on paxil but that made me more depressed and prozac made me angry	10002368	anger																																													
351442731454828544	44	53	ADR	depressed	paxil	i used to be on paxil but that made me more depressed and prozac made me angry	10012374	depressed mood																																													
351479998403706881	127	138	ADR	lung issues	humira	@crohniecharlie #humira helped my #crohns but then #respiratory issues ensued &amp; now i can't take anything &amp; have major lung issues	10025082	lung disorder																																													
351479998403706881	52	70	ADR	Respiratory issues	humira	@crohniecharlie #humira helped my #crohns but then #respiratory issues ensued &amp; now i can't take anything &amp; have major lung issues	10038683	respiratory disorder																																													
351520573777641473	124	129	ADR	smell	cipro	"when i had my infected k stone, hospital put me on cipro - a synthetic antibiotic. i ""smelled"" a pungent solvent odor, i smell it now. why?"	10042165	strange smell sensation																																													
351520573777641473	86	120	ADR	"smelled"""" a pungent solvent odor"	cipro	"when i had my infected k stone, hospital put me on cipro - a synthetic antibiotic. i ""smelled"" a pungent solvent odor, i smell it now. why?"	10042165	strange smell sensation																																													
351521362562654208	26	31	ADR	Chemo	humira	@kirkby007 #hcsm i start #chemo on tues b/c of #humira so i know.  it helped but it then destroyed my lungs.	10061758	chemotherapy																																													
351521362562654208	89	107	ADR	destroyed my lungs	humira	@kirkby007 #hcsm i start #chemo on tues b/c of #humira so i know.  it helped but it then destroyed my lungs.	10025082	lung disorder																																													
351522228065677312	24	32	ADR	headache	levaquin	bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.	10019211	headache																																													
351522228065677312	37	43	ADR	nausea	levaquin	bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.	10028813	nausea																																													
351572373134258176	13	27	ADR	t cell went up	humira	@posaware my t cell went up w ith humira i also have crohns disease.   i wish u guys had more articles with people like me in it	10049183	white blood cell increased																																													
351617714722316288	107	123	ADR	hair falling out	humira	off to see the gi consultant this week. hope theres something other than humira to try as not working also hair falling out.	10019045	hair loss																																													
351624745239838721	65	99	ADR	"awesome vision, to wearing glasses"	lamictal	"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it."	10047516	vision decreased																																													
351624745239838721	29	37	ADR	eyesight	lamictal	"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it."	10047516	vision decreased																																													
351634435877240832					baclofen	@setemtl2012 i don't take anything but baclofen and the occasional valium for spasticity now. #mssucks																																															
351634675959205888	89	97	ADR	insomnia	lamotrigine	@epilepsysociety i have a q..i am taking lamotrigine and wondered if anyone else has had insomnia as a side effect?and what to do about it	10022437	insomnia																																													
351665013884321793	30	38	ADR	cravings	seroquel	3 weeks sober today. have had cravings but no where near as intense as when i was on antipsychotic seroquel. convinced of connection.	10056465	food craving																																													
351665424720609280	32	42	ADR	alcoholism	seroquel	"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional."	10001639	alcoholism																																													
351665424720609280	65	74	ADR	cravings 	seroquel	"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional."	10056465	food craving																																													
351668006499258369	116	122	ADR	sleepy	fluoxetine	feeling better and much less anxious (i could actually talk to people yesterday) but the fluoxetine makes me sooooo sleepy...	10041014	sleepiness																																													
351677046755303424	110	122	ADR	Restlessness	seroquel	#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.	10038743	restlessness																																													
351677046755303424	80	96	ADR	Body would rock 	seroquel	#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.	10044565	tremor																																													
351677046755303424	53	69	ADR	tremors in hands	seroquel	#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.	10044577	tremor of hands																																													
351677046755303424	53	78	ADR	tremors in hands and legs	seroquel	#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.	10044565	tremor																																													
351677046755303424	124	135	ADR	Desperation	seroquel	#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.	10016344	feeling of despair																																													
351686195098558465	89	115	ADR	twirls her hair constantly	seroquel	"@xyle50ul my cousin has bipolar she is on seroquel, her feet are always going &amp; she twirls her hair constantly is that a side effect of them"	10010219	compulsions																																													
351686195098558465	57	78	ADR	feet are always going	seroquel	"@xyle50ul my cousin has bipolar she is on seroquel, her feet are always going &amp; she twirls her hair constantly is that a side effect of them"	10038744	restlessness (drug related)																																													
351687991451860992	57	76	ADR	did make my legs go	seroquel	@liftburn it all might be due to restlessness. #seroquel did make my legs go too!!	10038742	restless legs																																													
351687991451860992	33	45	ADR	restlessness	seroquel	@liftburn it all might be due to restlessness. #seroquel did make my legs go too!!	10038743	restlessness																																													
351689824148799489	97	104	ADR	shaking	seroquel	#tremors #schizophrenia #seroquel #sideeffects i reflect on the tension in my nerves and all the shaking... meditation helped me a lot.	10040528	shaking																																													
351689824148799489	64	84	ADR	tension in my nerves	seroquel	#tremors #schizophrenia #seroquel #sideeffects i reflect on the tension in my nerves and all the shaking... meditation helped me a lot.	10043272	tension nervous																																													
351689824148799489	1	8	ADR	Tremors	seroquel	#tremors #schizophrenia #seroquel #sideeffects i reflect on the tension in my nerves and all the shaking... meditation helped me a lot.	10044565	tremor																																													
351721003405152259					cipro	not grown psuedo since dec :) have grown lots of staph &amp; aspergillous though. will be having fluclox rather than cipro next time need orals.																																															
351782926419111939	39	43	ADR	sick	cipro	@arzbrocki nawh bactrim. cipro made me sick once.	10016365	feeling sick																																													
351870648974446593	29	34	ADR	awake	quetiapine	what! nightmare made me jump awake! not nice at all. thought #quetiapine was supposed to keep me asleep through the night #psychosis #fail	10022437	insomnia																																													
351870648974446593	6	15	ADR	Nightmare	quetiapine	what! nightmare made me jump awake! not nice at all. thought #quetiapine was supposed to keep me asleep through the night #psychosis #fail	10029414	nightmares																																													
351917419696111620					trazodone	"why am i still awake oh shit, cause i left my trazodone in woonsocket, that's why. two vicoprofen later and i'm still hyped"																																															
352310415616786432	13	24	ADR	eh whatever	paxil	"@r00shoes ""eh whatever"" was me for years on paxil cr, years 14-18. better than ""everything sucks i wanna die"" but i still had days like that"	10002942	apathy																																													
352345175932145664	36	43	ADR	nosleep	tysabri	well played tysabri...kicking butt #nosleep.	10041017	sleeplessness																																													
352456944537178112	41	48	ADR	sobbing	effexor	"u wailed all night; now y'r disembodied sobbing all damn'd day, ghost? ? effexor-xr?discontinuation syndrome ain't exactly heaven, angel"	10011469	crying																																													
352456944537178112	3	9	ADR	wailed	effexor	"u wailed all night; now y'r disembodied sobbing all damn'd day, ghost? ? effexor-xr?discontinuation syndrome ain't exactly heaven, angel"	10011469	crying																																													
352456944537178112	85	109	ADR	DISCONTINUATION SYNDROME	effexor	"u wailed all night; now y'r disembodied sobbing all damn'd day, ghost? ? effexor-xr?discontinuation syndrome ain't exactly heaven, angel"	10048010	withdrawal syndrome																																													
352468992402796544	110	119	ADR	insomniac	lamictal	"the placebo week of birth control increases blood levels of lamictal, which in turn makes me a very cheerful insomniac."	10022437	insomnia																																													
352481116801871873	78	91	ADR	night visions	quetiapine	in need of a dream interpreter.. #quetiapine is really having an affect on my night visions.. some fucked up scenarios in my sleep lol :-/	10017375	frightening dreams																																													
352627089926656000	20	36	ADR	sleep past 24hrs	duloxetine	just had a marathon sleep past 24hrs on new dose of #duloxetine -hope my liver will be ok on it.woke with stressy tummy pains. #sideeffects	10041349	somnolence																																													
352627089926656000	114	125	ADR	tummy pains	duloxetine	just had a marathon sleep past 24hrs on new dose of #duloxetine -hope my liver will be ok on it.woke with stressy tummy pains. #sideeffects	10045148	tummy ache																																													
352629381534978048	106	115	ADR	exhausted	trazodone	"promethazine with codein, a tessalon pearl &amp; a trazodone. i'm not coughing anymore but i'm even more exhausted."	10015667	exhaustion																																													
352742688522641409	97	105	ADR	lethargy	fluoxetine	"#seb2013 fluoxetine - prosac - reduces anxiety in humans, but it also reduces libido and causes lethargy"	10024262	lethargic																																													
352742688522641409	71	85	ADR	reduces libido	fluoxetine	"#seb2013 fluoxetine - prosac - reduces anxiety in humans, but it also reduces libido and causes lethargy"	10024870	loss of libido																																													
352819630613598209	43	54	ADR	gain weight	fluoxetine	does fluoxetine (anti-depressant) make you gain weight? id rather be sad then be fat :c	10047896	weight gain																																													
352862592072560640	21	35	ADR	leg is itching	lamictal	meds paranoia cos my leg is itching #lamictal #bipolar	10023091	itchy legs																																													
352862592072560640	5	13	ADR	paranoia	lamictal	meds paranoia cos my leg is itching #lamictal #bipolar	10033864	paranoia																																													
352974009723387906	42	48	ADR	zombie	cymbalta	anyone on cymbalta it is making me like a zombie and still hating the world.	10016384	felt like a zombie																																													
352974009723387906	59	75	ADR	hating the world	cymbalta	anyone on cymbalta it is making me like a zombie and still hating the world.	10023000	irritable																																													
353414347126620160	100	111	ADR	blurry-eyed	trazodone	"there's a point where you know when trazodone has kicked in. it's when you're a drunk, staggering, blurry-eyed, amnesic. yeah. i'm there now"	10005889	blurry vision																																													
353414347126620160	81	86	ADR	drunk	trazodone	"there's a point where you know when trazodone has kicked in. it's when you're a drunk, staggering, blurry-eyed, amnesic. yeah. i'm there now"	10016330	feeling drunk																																													
353414347126620160	88	98	ADR	staggering	trazodone	"there's a point where you know when trazodone has kicked in. it's when you're a drunk, staggering, blurry-eyed, amnesic. yeah. i'm there now"	10041902	staggering																																													
353414347126620160	113	120	ADR	amnesic	trazodone	"there's a point where you know when trazodone has kicked in. it's when you're a drunk, staggering, blurry-eyed, amnesic. yeah. i'm there now"	10027175	memory impairment																																													
353569952357285889	65	75	ADR	drowsiness	effexor	"20s 8th day with #effexor still experiencing some side effects (drowsiness,sleepiness,gi effects). moderate improvement in mood #depression"	10013649	drowsiness																																													
353569952357285889	87	97	ADR	GI effects	effexor	"20s 8th day with #effexor still experiencing some side effects (drowsiness,sleepiness,gi effects). moderate improvement in mood #depression"	10018028	gastrointestinal upset																																													
